Area,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,39,Incredicoaster (instrumental),Michael Giacchino,Unreleased,00:02:47.898,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,40,Fantasmic! (Exit Music),"Barnette Ricci, Bruce Healey",Disney's 75 Years Of Music & Memories,00:02:56.594,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,41,"Loading The Train / Casey Junior / Stork on a Cloud / Straight from Heaven / 
Mother and Baby / Arrival at Night - From ""Dumbo""/Soundtrack Version",,Dumbo,00:01:10.375,Edited,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,42,Strange Things,Randy Newman,Toy Story OST,00:03:14.688,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,43,999 Happy Haunts,"Betty Taylor, Bill Lee, Paul Frees, The Melomen, Thurl Ravenscroft",The Haunted Mansion,00:03:51.214,Edited,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,44,"I See the Light (From ""Tangled"")","Mandy Moore, Zachary Levi",Disney Classics,00:03:40.544,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,45,Surface Pressure,Flor de Toloache,Music from Disneyland Resort 70th Celebration,00:02:03.501,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,46,"All In The Golden Afternoon (From ""Alice In Wonderland"")","Disney Studio Chorus, Kathryn Beaumont",Disney Classics,00:02:26.089,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,47,It’s Wondrous,"Devan Garcia, Rudi",Wondrous Journeys,00:03:37.912,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,48,"Once Upon A Dream (From ""Sleeping Beauty"")","Bill Shirley, Chorus - Sleeping Beauty, Mary Costa",Disney Classics,00:02:43.377,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,49,Party at the Clubhouse,Matt from Middle School,Music from Disney Jr. Mickey Mouse Clubhouse Live,00:02:30.130,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,50,"Winnie The Pooh (From ""Winnie The Pooh And The Honey Tree"")",Disney Studio Chorus,Disney Classics,00:02:26.358,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,51,Star Wars: Galaxy's Edge Symphonic Suite - Music Inspired by the Disney Themed Land,"John Williams, London Symphony Orchestra, William Ross",Star Wars: Galaxy's Edge Symphonic Suite (Music Inspired by the Disney Themed Land),00:04:46.198,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,52,"You've Got A Friend In Me (From ""Toy Story"")",Randy Newman,Disney Classics,00:02:01.663,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,53,Welcome to Tomorrowland," Dan Foliart",Disneyland: Remember the Moments [2006],00:04:10.499,Poorly edited directly from the actual Tokyo loop and so it includes some “transition” SFX which bleed into next track,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,54,Great Rainbow,Scott Hoying,Music from Disneyland Resort 70th Celebration,00:03:39.143,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Esplanade-Main Gates,Esplanade Disneyland Resort 70th Anniversary [REF],,,55,"Soarin' - From ""Soarin' Over California""",Jerry Goldsmith,The Legacy Collection: Disneyland,00:04:39.919,,,,,"May 23, 2025",Disneyland Resort 70th Celebration
Downtown Disney District,Disney Wonderful World of Sweets [REF],42:44.257,"Plays inside the Disney Wonderful World of Sweets shop, which opened in DTDD on January 22, 2025. Tracklist compiled by VJ based on a reference recording by pixelated. This appears to be closely related to the Minnie and Friends Breakfast in the Park and Goofy’s Kitchen character breakfast loops. See MouseBits, https://forums.mousebits.com/threads/disney-wonderful-world-of-sweets.11139/ (2025).",1,Heigh Ho,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 1",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,2,Be Our Guest,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 1",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,3,Who’s Afraid of the Big Bad Wolf?,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 1Disney's Orchestra Collection, Vol. 1",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,4,A Spoonful of Sugar,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 1",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,5,Songs from Winnie the Pooh,Walt Disney World Band,Walt Disney World Band,,Edited to include only “Hip Hip Pooh-Ray!”,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,6,March of the Cards,,Unreleased,,Extended version of the track that appears on Disneyland Forever. It is the same version that was in the 1992 Main Gates loop and several esplanade loops.,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,7,Songs from Winnie the Pooh,Walt Disney World Band,Walt Disney World Band,,Edited to only include “The Wonderful Thing About Tiggers”,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,8,Minnie’s Yoo-Hoo!,,Unreleased,,"From a set of Japanese “Disney March” style tracks associated with WDW’s Magical Express, Goofy’s Kitchen, and Minnie and Friends Breakfast in the Park.",,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,9,Whistle While You Work,,Unreleased,,"From a set of Japanese “Disney March” style tracks associated with WDW’s Magical Express, Goofy’s Kitchen, and Minnie and Friends Breakfast in the Park.",,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,10,Bibbidi Bobbidi Boo,,Unreleased,,"From a set of Japanese “Disney March” style tracks associated with WDW’s Magical Express, Goofy’s Kitchen, and Minnie and Friends Breakfast in the Park.",,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,11,Alice in Wonderland,,Unreleased,,"From a set of Japanese “Disney March” style tracks associated with WDW’s Magical Express, Goofy’s Kitchen, and Minnie and Friends Breakfast in the Park.",,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,12,Mickey Mouse March,,Unreleased,,"From a set of Japanese “Disney March” style tracks associated with WDW’s Magical Express, Goofy’s Kitchen, and Minnie and Friends Breakfast in the Park.",,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,13,It’s A Small World,,Unreleased,,"From a set of Japanese “Disney March” style tracks associated with WDW’s Magical Express, Goofy’s Kitchen, and Minnie and Friends Breakfast in the Park.",,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,14,When You Wish Upon A Star,,Unreleased,,"From a set of Japanese “Disney March” style tracks associated with WDW’s Magical Express, Goofy’s Kitchen, and Minnie and Friends Breakfast in the Park.",,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,15,Casey Junior,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 2",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,16,Under the Sea,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 3",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,17,Following the Leader,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 3",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,18,Saludos Amigos,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 3",,,,,,"January 22, 2025",
Downtown Disney District,Disney Wonderful World of Sweets [REF],,,19,Supercalifragilisticexpialidocious,Neverland Orchestra,"Disney's Orchestra Collection, Vol. 3",,,,,,"January 22, 2025",
Esplanade-Main Gates,Oogie Boogie Bash [REF],00:40:57.941,"The loop starts playing when the Oogie Boogie Bash event starts at 6 PM in DCA and plays in both the Esplanade and the Downtown Disney District. It uses tracks from Audio Network and The Nightmare Before Christmas soundtrack. Compiled by pixelated based on a 2024 reference recording. See Mousebits, https://forums.mousebits.com/threads/oogie-boogie-bash.11144/ (2025).",1,Why Not,Paul Mottram,Intricately Simple 2700,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,2,Night Ride,Paul Mottram,"Magic, Mystery & Suspense 2169",,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,3,Jack and Sally Montage,Danny Elfman,The Nightmare Before Christmas OST,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,4,Pandora's Box,Sam Wedgwood,Magical Orchestra 2729,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,5,Devil in the Detail,Paul Mottram,Magic & Mystery 1700,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,6,Nabbed,Danny Elfman,The Nightmare Before Christmas OST,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,7,Why Not Now,Paul Mottram,Minimal Strings 2 2732,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,8,Skeletune,John Altman,John Altman 2252,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,9,End Title,Danny Elfman,The Nightmare Before Christmas OST,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,10,Scary Bones,James Brett,Cartoon Gothic 2217,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,11,Spook Capers,James Brett,Cartoon Gothic 2217,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,12,Night Forest,Terry Devine-King,Symphonic Textures 2838,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,13,This Dark World,Tim Garland,"Razzle, Rapture & Romance 2402",,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,14,Toys in the Attic,Sam Wedgwood,Light Lifestyle & Dramedy 2959,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,15,Broken Doll,"Chris Egan, Trystan Francis",Scoring Sessions Mystery 2984,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,16,"Overture ",Danny Elfman,The Nightmare Before Christmas OST,,,,,,,
Esplanade-Main Gates,Oogie Boogie Bash [REF],,,17,Doctor Finkelstein/In the Forest,Danny Elfman,The Nightmare Before Christmas OST,,,,,,,
Disneyland Hotel,Disneyland Hotel Holiday v.2,00:39:43.72,This loop plays in the Disneyland Hotel during the holiday season. Tracklist was updated to include the “it’s a small world holiday” track at some point before the 2022 holiday season. Compiled by pixelated based on his reference recording.,1,Sleigh Ride,Arthur Fielder,Pops Christmas Party,00:02:56.951,Preceded by 00:00:02.759 of silence,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,2,Deck the Halls With Boughs of Holly,Percy Faith,Music of Christmas,00:02:49.476,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,3,Rudolph the Red-Nosed Reindeer,Arthur Fielder,Pops Christmas Party,00:02:08.672,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,4,White Christmas,The Eden Symphony Orchestra,A Philharmonic Christmas OR Classical Christmas,00:02:39.595,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,5,Frosty the Snowman (Orchestra Version),101 Strings,Merry Christmas,00:02:37.650,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,6,Jingle Bells,Mantovani,A Song for Christmas,00:01:48.255,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,7,"Let It Snow, Let It Snow, Let It Snow (Orchestra Version)",101 Strings,25 Christmas Favorites,00:02:02.895,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,8,The Christmas Waltz,London Festival Orchestra and Ronnie Aldrich,White Christmas,00:02:29.259,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,9,Silver Bells,Eugene Ormandy & The Philadelphia Orchestra,Joy to the World,00:03:16.367,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,10,Santa Is Comin' to Town,Arthur Fiedler,Pops Christmas Party,00:02:34.728,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,11,The Christmas Song (Chestnuts Roasting on An Open Fire),Doc Severinsen,Merry Christmas from Doc Severinsen and The Tonight Show Orchestra,00:03:56.958,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,12,The Twelve Days of Christmas,The Philadelphia Brass Ensemble,A Festival of Carols in Brass,00:03:43.767,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,13,Carol of the Bells,Leonard Bernstein & New York Philharmonic,The Joy of Christmas,00:00:51.510,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,14,We Wish You a Merry Christmas,The Philadelphia Brass Ensemble,A Festival of Carols in Brass,00:00:57.355,,,,,,Christmas
Disneyland Hotel,Disneyland Hotel Holiday v.2,,,15,it's a small world holiday,,,00:04:47.530,"Should be able to be edited from the IASW holiday official release. This edit is split into three sections: 
1. Welcome room
2. France
3. Transition room/finale",,,,,Christmas
Downtown Disney District,World of Disney Halloween,00:59:49.4,This loop played in the World of Disney store as of Halloween 2021. Tracklist compiled by pixelated based on his reference recording.,1,Evil Like Me,"Kristin Chenoweth, Dove Cameron",Descendants OST,00:03:42.933,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,2,Dare to Enter,"Halloween Music, Halloween Sound Effects & Halloween All-Stars",Spooky Songs for Halloween Parties & Haunted Houses,00:03:02.564,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,3,Oogie Boogie's Song,"Ken Page, Ed Ivory",The Nightmare Before Christmas OST,00:03:14.626,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,4,Grim Grinning Ghosts,Barenaked Ladies,Disney's Music from the Park OR The Haunted Mansion: Haunted Hits,00:01:38.937,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,5,Heffalumps and Woozles,Disney Chorus,Halloween Songs & Sounds,00:01:51.846,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,6,Violin's Virus,"Gerrit Wunder, Dorothee Badent",Cinematic ANW 1838,00:01:51.422,Version unknown,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,7,What's This?,Danny Elfman,The Nightmare Before Christmas OST,00:02:58.627,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,8,"Rotten to the Core (From ""Descendants: Wicked World"")",Sofia Carson,Descendants OST,00:02:58.252,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,9,This Is Halloween,Panic! at the Disco,The Nightmare Before Christmas OST (Special Edition/2006 reissue),00:02:56.592,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,10,Bloody Mary,Debbie Wiseman,Period Drama ANW 1556,00:01:50.730,Version unknown,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,11,Christmas Eve Montage,Danny Elfman,The Nightmare Before Christmas OST,00:04:43.974,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,12,The Purple People Eater,Sheb Wooley,The Purple People Eater,00:02:09.943,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,13,End Title,Danny Elfman,The Nightmare Before Christmas OST,00:03:46.827,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,14,Witch Doctor,The Allegrettes,Witch Doctor,00:02:21.902,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,15,Descendants Score Suite,David Lawrence,Descendants OST,00:06:47.308,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,16,(It's a) Monsters' Holiday,Buck Owens,Buck 'Em! Vol. 2: The Music of Buck Owens (1967-1975),00:02:34.293,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,17,Overture,Danny Elfman,The Nightmare Before Christmas OST,00:01:35.374,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,18,This Is Halloween,The Citizens of Halloween Town,The Nightmare Before Christmas OST,00:03:04.231,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,19,Tombstone No. 9,Murray Schaff & The Aristocrats,Tombstone No. 9 ,00:02:52.200,,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,20,The Magic Castle,Terry Devine-King,"Magic, Ghosts, Mystery ANW 1071",,Version unknown,,,,,Halloween
Downtown Disney District,World of Disney Halloween,,,21,Dazzle,Phillip Guyler,"Quirky, Espionage & Mystery ANW 1662",,Version unknown,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,~00:42:02.370,"This loop plays around the Disneyland Hotel during the Halloween season, and is particularly audible in the Porte-Cochere. Tracklist compiled by pixelated based on his 2021 reference recording. pixelated also noted: “SoundHound says that Bach: Greatest Organ Favorites is the source album for the famous Toccata tracks & the Passacaglia tracks, while another album, Couleur/Toccata is the source album for the Prelude and Fugue tracks.  But that other album also has the other two compositions as well.  Both versions of those two compositions need to be compared against each other to see if they are identical between the two albums.”",1,"Toccata and Fugue in D Minor, BWV 565: Toccata",E. Power Biggs,Bach: Greatest Organ Favorites (OR Couleur/Toccata?),00:02:28.632,Preceded by ~3.4 sec of silence,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,2,"Toccata and Fugue in D Minor, BWV 565: Fugue",E. Power Biggs,Bach: Greatest Organ Favorites (OR Couleur/Toccata?),00:05:53.918,,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,3,"Passacaglia and Fugue in C Minor, BWV 582: Passacaglia",E. Power Biggs,Bach: Greatest Organ Favorites (OR Couleur/Toccata?),00:08:06.685,,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,4,"Passacaglia and Fugue in C Minor, BWV 582: Fugue",E. Power Biggs,Bach: Greatest Organ Favorites (OR Couleur/Toccata?),00:05:19.400,,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,5,"Keyboard Sonata in F Minor, K.466/L.118/P.501",Laurence Cummings,Harpsichord [Eternal],00:01:31.015,,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,6,"Prelude and Fugue in A Minor, BWV 543: Prelude",E. Power Biggs,Couleur/Toccata,00:03:24.692,,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,7,"Prelude and Fugue in A Minor,
  BWV 543: Fugue",E. Power Biggs,Couleur/Toccata,00:06:52.007,,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,8,"Pièces de clavecin, Book 1: XIV. La marche des Scythes",Shin-Ichiro Nakano,"Les Graces, Beauty of Versailles School on Blanchet Harpsichord",00:06:35.092,,,,,,Halloween
Disneyland Hotel,Disneyland Hotel Fantasy Tower Halloween,,,9,Otherworldly Concerto,Gaylord Carter,The Haunted Mansion,00:01:47.531,,,,,,Halloween
Pixar Place Hotel,Pixar Place Hotel,00:33:45.9,"A preliminary tracklist for the Pixar Place Hotel lobby and exterior based on a 2024 recording by pixelated. The hotel opened January 30, 2024, replacing Disney’s Paradise Pier Hotel.",1,Define Dancing,Brain Tan,Pixar Place Hotel album,00:02:44.972,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,2,Nobody Like U,Last Trip To The Moon,Pixar Place Hotel album,00:03:32.096,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,3,Married Life,P.K. and The Heavyweights,Pixar Place Hotel album,00:03:05.580,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,4,Bundle of Joy,Terry Joiner and Tomas Kovacs,Pixar Place Hotel album,00:02:37.332,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,5,Le Festin,ASHER YELO,Pixar Place Hotel album,00:02:59.951,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,6,You've Got a Friend in Me,John Wilhelm and Keigan Jones,Pixar Place Hotel album,00:03:02.433,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,7,Touch the Sky,Simon Oscroft,Pixar Place Hotel album,00:03:02.027,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,8,If I Didn't Have You,Disney Springs Marketplace BGM,Unreleased,00:04:03.208,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,9,Born to Play,Jintae Ko,Pixar Place Hotel album,00:02:30.936,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,10,The Incredits,Cartographerr,Pixar Place Hotel album,00:03:00.189,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,11,Remember Me,Chantry Johnson,Pixar Place Hotel album,00:03:07.444,,,,,,
Pixar Place Hotel,Pixar Place Hotel,,,12,Define Dancing,Brain Tan,Pixar Place Hotel album,00:02:44.752,,,,,,
Downtown Disney District,Star Wars Trading Post,~00:53:46,"This loop plays inside the Star Wars Trading Post in Downtown Disney District, which took up residence after the exit of the Rainforest Cafe. Preliminary tracklist compiled by pixelated and starwarsgalaxysedge based on a 2023 reference recording by pixelated.",1,Rey’s Theme,"John Williams, London Symphony Orchestra",The Force Awakens OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,2,March of the Resistance,"John Williams, London Symphony Orchestra",The Force Awakens OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,3,The Throne Room and End Title,"John Williams, London Symphony Orchestra",A New Hope OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,4,Across the Stars (Love Theme),"John Williams, London Symphony Orchestra",Attack of the Clones OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,5,Princess Leia’s Theme,"John Williams, London Symphony Orchestra",A New Hope OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,6,Love Pledge and the Arena,"John Williams, London Symphony Orchestra",Attack of the Clones OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,7,Panaka and the Queen’s Protectors,"John Williams, London Symphony Orchestra",The Phantom Menace OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,8,The Asteroid Field,"John Williams, London Symphony Orchestra",The Empire Strikes Back OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,9,The Throne Room and End Title,"John Williams, London Symphony Orchestra",A New Hope OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,10,The Desert and the Robot Auction,"John Williams, London Symphony Orchestra",A New Hope OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,11,Across the Stars (Love Theme),"John Williams, London Symphony Orchestra",Attack of the Clones OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,12,Parade of the Ewoks,"John Williams, London Symphony Orchestra",Return of the Jedi OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,13,Augie’s Great Municipal Band and End Credits,"John Williams, London Symphony Orchestra",The Phantom Menace OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,14,Lando’s Palace,"John Williams, London Symphony Orchestra",The Empire Strikes Back OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,15,Han Solo and the Princess,"John Williams, London Symphony Orchestra",The Empire Strikes Back OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,16,The Arrival at Tatooine and the Flag Parade,"John Williams, London Symphony Orchestra",The Phantom Menace OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,17,Rescue of the Princess,"John Williams, London Symphony Orchestra",Return of the Jedi OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,18,The Rebel Fleet/End Title (Medley),"John Williams, London Symphony Orchestra",The Empire Strikes Back OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,19,The Land of the Sand People,"John Williams, London Symphony Orchestra",A New Hope OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,20,Emperor’s Throne Room,"John Williams, London Symphony Orchestra",Return of the Jedi OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,21,The Emperor Arrives/The Death of Yoda/Obi-Wan’s Revelation,"John Williams, London Symphony Orchestra",Return of the Jedi OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,22,Luke and Leia,"John Williams, London Symphony Orchestra",Return of the Jedi OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,23,The Rebel Fleet/End Title (Medley),"John Williams, London Symphony Orchestra",The Empire Strikes Back OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,24,Across the Stars (Love Theme),"John Williams, London Symphony Orchestra",Attack of the Clones OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,25,Star Wars Main Title & A Galaxy Divided,"John Williams, London Symphony Orchestra",The Clone Wars OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,26,Confrontation With Count Dooku & Finale,"John Williams, London Symphony Orchestra",Attack of the Clones OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,27,Across the Stars (Love Theme),"John Williams, London Symphony Orchestra",Attack of the Clones OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,28,Grievous Speaks to Lord Sidious,"John Williams, London Symphony Orchestra",Revenge of the Sith OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,29,Duel Of The Fates,"John Williams, London Symphony Orchestra",The Phantom Menace OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,30,The Battle of Yavin,"John Williams, London Symphony Orchestra",A New Hope OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,31,Panaka and the Queen’s Protectors,"John Williams, London Symphony Orchestra",The Phantom Menace OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,32,Confrontation With Count Dooku & Finale,"John Williams, London Symphony Orchestra",Attack of the Clones OST,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,33,Leia’s News/Light of the Force,"John Williams, London Symphony Orchestra",Return of the Jedi OST  ,,,,,,,
Downtown Disney District,Star Wars Trading Post,,,34,Yoda and the Force,"John Williams, London Symphony Orchestra",The Empire Strikes Back OST  ,,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,01:13:48.697,"This loop played in the esplanade, bus loading zone, and DTDD for Pixar Fest. Most, if not all tracks, have edit points. This loop was updated in 2023 or 2024 compared to a 2022 recording of the Pixar Fest BGM being used in the Paradise Pier Hotel prior to its retheming to the Pixar Place Hotel. Preliminary tracklist compiled by pixelated based on his 2024 reference recording.",1,"Run With the Herd (From ""The Good Dinosaur"" Score)",Jeff Danna and Mychael Danna,The Good Dinosaur OST,00:01:38.163,,,,,,
